2016;01;ANDALUCIA;04;ALMERIA;001;Abla                                                                  ;359
2016;01;ANDALUCIA;04;ALMERIA;002;Abrucena                                                              ;25
2016;01;ANDALUCIA;04;ALMERIA;003;Adra                                                                  ;17161
2016;01;ANDALUCIA;04;ALMERIA;004;Albánchez                                                             ;77
2016;01;ANDALUCIA;04;ALMERIA;005;Alboloduy                                                             ;0
2016;01;ANDALUCIA;04;ALMERIA;006;Albox                                                                 ;20598
2016;01;ANDALUCIA;04;ALMERIA;007;Alcolea                                                               ;278
2016;01;ANDALUCIA;04;ALMERIA;008;Alcóntar                                                              ;180
2016;01;ANDALUCIA;04;ALMERIA;009;Alcudia de Monteagud                                                  ;27
2016;01;ANDALUCIA;04;ALMERIA;010;Alhabia                                                               ;2732
2016;01;ANDALUCIA;04;ALMERIA;011;Alhama de Almería                                                     ;2274
2016;01;ANDALUCIA;04;ALMERIA;012;Alicún                                                                ;231
2016;01;ANDALUCIA;04;ALMERIA;013;Almería                                                               ;90186
2016;01;ANDALUCIA;04;ALMERIA;014;Almócita                                                              ;25
2016;01;ANDALUCIA;04;ALMERIA;015;Alsodux                                                               ;0
2016;01;ANDALUCIA;04;ALMERIA;016;Antas                                                                 ;1855
2016;01;ANDALUCIA;04;ALMERIA;017;Arboleas                                                              ;537
2016;01;ANDALUCIA;04;ALMERIA;018;Armuña de Almanzora                                                   ;0
2016;01;ANDALUCIA;04;ALMERIA;019;Bacares                                                               ;147
2016;01;ANDALUCIA;04;ALMERIA;020;Bayárcal                                                              ;42
2016;01;ANDALUCIA;04;ALMERIA;021;Bayarque                                                              ;0
2016;01;ANDALUCIA;04;ALMERIA;022;Bédar                                                                 ;0
2016;01;ANDALUCIA;04;ALMERIA;023;Beires                                                                ;2
2016;01;ANDALUCIA;04;ALMERIA;024;Benahadux                                                             ;0
2016;01;ANDALUCIA;04;ALMERIA;026;Benitagla                                                             ;0
2016;01;ANDALUCIA;04;ALMERIA;027;Benizalón                                                             ;23
2016;01;ANDALUCIA;04;ALMERIA;028;Bentarique                                                            ;233
2016;01;ANDALUCIA;04;ALMERIA;029;Berja                                                                 ;7189
2016;01;ANDALUCIA;04;ALMERIA;030;Canjáyar                                                              ;70
2016;01;ANDALUCIA;04;ALMERIA;031;Cantoria                                                              ;1155
2016;01;ANDALUCIA;04;ALMERIA;032;Carboneras                                                            ;5273
2016;01;ANDALUCIA;04;ALMERIA;033;Castro de Filabres                                                    ;0
2016;01;ANDALUCIA;04;ALMERIA;034;Cóbdar                                                                ;0
2016;01;ANDALUCIA;04;ALMERIA;035;Cuevas del Almanzora                                                  ;5717
2016;01;ANDALUCIA;04;ALMERIA;036;Chercos                                                               ;0
2016;01;ANDALUCIA;04;ALMERIA;037;Chirivel                                                              ;1343
2016;01;ANDALUCIA;04;ALMERIA;038;Dalías                                                                ;3073
2016;01;ANDALUCIA;04;ALMERIA;041;Enix                                                                  ;74
2016;01;ANDALUCIA;04;ALMERIA;043;Felix                                                                 ;148
2016;01;ANDALUCIA;04;ALMERIA;044;Fines                                                                 ;1544
2016;01;ANDALUCIA;04;ALMERIA;045;Fiñana                                                                ;187
2016;01;ANDALUCIA;04;ALMERIA;046;Fondón                                                                ;101
2016;01;ANDALUCIA;04;ALMERIA;047;Gádor                                                                 ;1018
2016;01;ANDALUCIA;04;ALMERIA;048;Gallardos (Los)                                                       ;133
2016;01;ANDALUCIA;04;ALMERIA;049;Garrucha                                                              ;3279
2016;01;ANDALUCIA;04;ALMERIA;050;Gérgal                                                                ;142
2016;01;ANDALUCIA;04;ALMERIA;051;Huécija                                                               ;184
2016;01;ANDALUCIA;04;ALMERIA;052;Huércal de Almería                                                    ;0
2016;01;ANDALUCIA;04;ALMERIA;053;Huércal-Overa                                                         ;9224
2016;01;ANDALUCIA;04;ALMERIA;054;Illar                                                                 ;219
2016;01;ANDALUCIA;04;ALMERIA;055;Instinción                                                            ;0
2016;01;ANDALUCIA;04;ALMERIA;056;Laroya                                                                ;30
2016;01;ANDALUCIA;04;ALMERIA;057;Láujar de Andarax                                                     ;0
2016;01;ANDALUCIA;04;ALMERIA;058;Líjar                                                                 ;5
2016;01;ANDALUCIA;04;ALMERIA;059;Lubrín                                                                ;692
2016;01;ANDALUCIA;04;ALMERIA;060;Lucainena de las Torres                                               ;43
2016;01;ANDALUCIA;04;ALMERIA;061;Lúcar                                                                 ;415
2016;01;ANDALUCIA;04;ALMERIA;062;Macael                                                                ;12687
2016;01;ANDALUCIA;04;ALMERIA;063;María                                                                 ;409
2016;01;ANDALUCIA;04;ALMERIA;064;Mojácar                                                               ;2564
2016;01;ANDALUCIA;04;ALMERIA;065;Nacimiento                                                            ;0
2016;01;ANDALUCIA;04;ALMERIA;066;Níjar                                                                 ;16382
2016;01;ANDALUCIA;04;ALMERIA;067;Ohanes                                                                ;62
2016;01;ANDALUCIA;04;ALMERIA;068;Olula de Castro                                                       ;100
2016;01;ANDALUCIA;04;ALMERIA;069;Olula del Río                                                         ;2274
2016;01;ANDALUCIA;04;ALMERIA;070;Oria                                                                  ;1771
2016;01;ANDALUCIA;04;ALMERIA;071;Padules                                                               ;88
2016;01;ANDALUCIA;04;ALMERIA;072;Partaloa                                                              ;491
2016;01;ANDALUCIA;04;ALMERIA;073;Paterna del Río                                                       ;97
2016;01;ANDALUCIA;04;ALMERIA;074;Pechina                                                               ;35
2016;01;ANDALUCIA;04;ALMERIA;075;Pulpí                                                                 ;4683
2016;01;ANDALUCIA;04;ALMERIA;076;Purchena                                                              ;557
2016;01;ANDALUCIA;04;ALMERIA;077;Rágol                                                                 ;239
2016;01;ANDALUCIA;04;ALMERIA;078;Rioja                                                                 ;0
2016;01;ANDALUCIA;04;ALMERIA;079;Roquetas de Mar                                                       ;13424
2016;01;ANDALUCIA;04;ALMERIA;080;Santa Cruz de Marchena                                                ;0
2016;01;ANDALUCIA;04;ALMERIA;081;Santa Fe de Mondújar                                                  ;0
2016;01;ANDALUCIA;04;ALMERIA;082;Senés                                                                 ;57
2016;01;ANDALUCIA;04;ALMERIA;083;Serón                                                                 ;198
2016;01;ANDALUCIA;04;ALMERIA;084;Sierro                                                                ;46
2016;01;ANDALUCIA;04;ALMERIA;085;Somontín                                                              ;0
2016;01;ANDALUCIA;04;ALMERIA;086;Sorbas                                                                ;1672
2016;01;ANDALUCIA;04;ALMERIA;087;Suflí                                                                 ;66
2016;01;ANDALUCIA;04;ALMERIA;088;Tabernas                                                              ;606
2016;01;ANDALUCIA;04;ALMERIA;089;Taberno                                                               ;67
2016;01;ANDALUCIA;04;ALMERIA;090;Tahal                                                                 ;120
2016;01;ANDALUCIA;04;ALMERIA;091;Terque                                                                ;92
2016;01;ANDALUCIA;04;ALMERIA;092;Tíjola                                                                ;3
2016;01;ANDALUCIA;04;ALMERIA;093;Turre                                                                 ;8246
2016;01;ANDALUCIA;04;ALMERIA;094;Turrillas                                                             ;141
2016;01;ANDALUCIA;04;ALMERIA;095;Uleila del Campo                                                      ;102
2016;01;ANDALUCIA;04;ALMERIA;096;Urrácal                                                               ;0
2016;01;ANDALUCIA;04;ALMERIA;097;Velefique                                                             ;0
2016;01;ANDALUCIA;04;ALMERIA;098;Vélez-Blanco                                                          ;472
2016;01;ANDALUCIA;04;ALMERIA;099;Vélez-Rubio                                                           ;5128
2016;01;ANDALUCIA;04;ALMERIA;100;Vera                                                                  ;6823
2016;01;ANDALUCIA;04;ALMERIA;101;Viator                                                                ;0
2016;01;ANDALUCIA;04;ALMERIA;102;Vícar                                                                 ;15336
2016;01;ANDALUCIA;04;ALMERIA;103;Zurgena                                                               ;852
2016;01;ANDALUCIA;04;ALMERIA;901;Tres Villas (Las)                                                     ;0
2016;01;ANDALUCIA;04;ALMERIA;902;Ejido (El)                                                            ;182115
2016;01;ANDALUCIA;04;ALMERIA;903;Mojonera (La)                                                         ;3533
2016;01;ANDALUCIA;04;ALMERIA;904;Balanegra;0
2016;01;ANDALUCIA;11;CADIZ;001;Alcalá de los Gazules                                                 ;4981
2016;01;ANDALUCIA;11;CADIZ;002;Alcalá del Valle                                                      ;106
2016;01;ANDALUCIA;11;CADIZ;003;Algar                                                                 ;477
2016;01;ANDALUCIA;11;CADIZ;004;Algeciras                                                             ;165108
2016;01;ANDALUCIA;11;CADIZ;005;Algodonales                                                           ;6158
